Venue Name,Venue Location,Price per Plate
Squirrel Resort,"Pimpri, Pune",499 - 799
Morya Prasad Hall,"Pimpri, Pune","22,000"
Kuch Khass Celebrations,"Pimpri, Pune","30,000"
