Venue Name,Venue Location,Price per Plate
Golden Bay Resorts,"Kanchipuram, Chennai",650 - 800
Panneer Mahal,"Kanchipuram, Chennai","1,00,000"
Seetha Nadarajan Mahal,"Kanchipuram, Chennai","40,000"
Sai Manonmani Shanmugam Thirumana Maligai,"Kanchipuram, Chennai","87,018"
SM Mahal,"Kanchipuram, Chennai","26,000"
KKS Mangai Thirumana Mandapam,"Kanchipuram, Chennai","40,000"
LNK Palace,"Kanchipuram, Chennai","40,000"
VR Mahal,"Kanchipuram, Chennai","47,500"
SS Mahal,"Kanchipuram, Chennai","35,000"
Brahma Sakthi Mahal,"Kanchipuram, Chennai","2,00,000"
PKTK Thirumana Mandapam,"Kanchipuram, Chennai","45,000"
Jayanthi Mahal,"Kanchipuram, Chennai","77,000"
Eswar Mahal Ac,"Kanchipuram, Chennai","55,000"
AKR Mahal,"Kanchipuram, Chennai","20,000"
RRK Mahal,"Kanchipuram, Chennai","15,000"
