Venue Name,Venue Location,Price per Plate
Royal Garden Farm,"Shadnagar, Hyderabad","15,000"
Green Park Function Hall,"Shadnagar, Hyderabad","1,00,000"
Sitara Function Hall,"Shadnagar, Hyderabad","50,000"
Holiday Enn Resorts,"Shadnagar, Hyderabad","2,00,000"
Sai Raja AC Function Hall,"Shadnagar, Hyderabad","80,000"
Shubham Mini Convention Hall,"Shadnagar, Hyderabad","18,000"
Sirasani Balreddy Gardens,"Shadnagar, Hyderabad","80,000"
KN Gardens,"Shadnagar, Hyderabad","60,000"
LSN Garden,"Shadnagar, Hyderabad","55,000"
MM Convention And Function Hall,"Shadnagar, Hyderabad","80,000"
kuntla Ramreddy Gardens,"Shadnagar, Hyderabad","1,00,000"
Sairaja Function Hall,"Shadnagar, Hyderabad","1,50,000"
