Venue Name,Venue Location,Price per Plate
Nandhana Palace Domlur,"Domlur, Bangalore",367 - 472
Bhagini Icon Utsav Party Hall I,"Domlur, Bangalore",590 - 708
The Paul Banquet Hall,"Domlur, Bangalore",850 - 950
Sri Phoolchand Jain Convention Hall,"Domlur, Bangalore","45,000"
