Venue Name,Venue Location,Price per Plate
Hotel Sun Square,"Gandhi Nagar, Vijayawada",480 - 550
Southern Grand Hotel,"Gandhi Nagar, Vijayawada",400
Alankar Hotel Hall,"Gandhi Nagar, Vijayawada",500 - 600
Hotel SRC Grand,"Gandhi Nagar, Vijayawada",300 - 520
New Nsm Family Restaurant,"Gandhi Nagar, Vijayawada","35,000"
Kandukuri Function Hall,"Gandhi Nagar, Vijayawada","40,000"
Hotel Sripada,"Gandhi Nagar, Vijayawada","50,000"
Telugu Film Chamber Of Commerce,"Gandhi Nagar, Vijayawada","80,000"
IV Palace Function Hall,"Gandhi Nagar, Vijayawada","58,018"
