Venue Name,Venue Location,Price per Plate
Transitel A Boutique Hotel,"Vip Road, Kolkata",800 - 1100
Hotel O VIP Hall,"Vip Road, Kolkata",750 - 850
Dreamland Resort Open Lawn,"Vip Road, Kolkata",318 - 418
Sadhana Villa,"Vip Road, Kolkata",500 - 601
Vivah Banquets Hall,"Vip Road, Kolkata",850 - 950
The Bigboss Hotel Hall,"Vip Road, Kolkata",750 - 950
Hotel Geetanjali Regency Hall,"Vip Road, Kolkata",600 - 700
Balajee Banquets Hall,"Vip Road, Kolkata",1300 - 1500
shagun Banquet,"Vip Road, Kolkata",550
Royal Garden banquet,"Vip Road, Kolkata","1,00,000"
Space Circle Clubs Resorts,"Vip Road, Kolkata",850 - 1050
Chowdhury Villa,"Vip Road, Kolkata",650 - 750
Heera Gardens,"Vip Road, Kolkata",850 - 950
Srami Banquet Hall,"Vip Road, Kolkata",1
Rani Tower Banquet Hall,"Vip Road, Kolkata","80,000"
