Venue Name,Venue Location,Price per Plate
Ojas Banquet Hall,"Topsia, Kolkata",1200 - 1500
Tangerine Banquet,"Topsia, Kolkata",850 - 950
Barsana Boutique Hall,"Topsia, Kolkata",500 - 600
Ojas Feast,"Topsia, Kolkata",550 - 850
Gulshan Hall,"Topsia, Kolkata",450 - 650
The Park Regency,"Topsia, Kolkata",1500 - 1800
Roshan Garden,"Topsia, Kolkata",568 - 668
Ozone,"Topsia, Kolkata",850 - 950
Shantiniketan Garden,"Topsia, Kolkata",700 - 1000
Hotel Sawood Banquet,"Topsia, Kolkata",1200 - 1200
Nabara Banquet Hall,"Topsia, Kolkata",800 - 1000
Ramaswari Palace,"Topsia, Kolkata",700 - 900
Gulshan Marriage Hall,"Topsia, Kolkata",1200 - 1500
HOTEL GLORIOUS RIMROCKS PALACE,"Topsia, Kolkata",718 - 818
Mangalam Banquet,"Topsia, Kolkata",1150 - 1250
The Rajbari Bawali,"Topsia, Kolkata","75,000"
Zodiac Banquet Hall,"Topsia, Kolkata","75,000"
