Venue Name,Venue Location,Price per Plate
GDR Convenction Center,"Puttur, Tirupati",
AMC Kalyanamandapam,"Puttur, Tirupati",
KP Convenction Center,"Puttur, Tirupati",
Jayalakshmi Residency,"Puttur, Tirupati",
Hari Function Hall,"Puttur, Tirupati",
Eswari Function Hall,"Puttur, Tirupati",
ADK Kalyanamandapam,"Puttur, Tirupati",
