Venue Name,Venue Location,Price per Plate
Sri Laxminarayan Bhavan Hall,"Saroor Nagar, Hyderabad",450 - 650
Sri Sai Function Hall,"Saroor Nagar, Hyderabad",On Request
Ashoka Function Hall,"Saroor Nagar, Hyderabad",On Request
SR Garden Function Hall,"Saroor Nagar, Hyderabad","20,000"
