Venue Name,Venue Location,Price per Plate
Abhishek Party Hall 1,"Geeta Colony, Delhi Ncr",750 - 950
Vatika Palace,"Geeta Colony, Delhi Ncr",850 - 950
Star Palace Banquet,"Geeta Colony, Delhi Ncr","2,00,000"
Amar Palace,"Geeta Colony, Delhi Ncr","94,400"
