Venue Name,Venue Location,Price per Plate
Canto Restaurant and Banquet,"Lower Parel, Mumbai",1500 - 1600
Kode Mini Hall,"Lower Parel, Mumbai",550 - 650
Todi Mill Social,"Lower Parel, Mumbai",1200 - 1300
Talaiva Mini Hall,"Lower Parel, Mumbai",1100 - 1350
Lord Of The Drink Lower Parel,"Lower Parel, Mumbai",1450 - 1750
Lord of the Drinks,"Lower Parel, Mumbai",1600 - 1800
The St. Regis,"Lower Parel, Mumbai",3800 - 4000
Yashwant Bhavan,"Lower Parel, Mumbai",300 - 400
La Lola Mini Hall,"Lower Parel, Mumbai","35,000"
