Venue Name,Venue Location,Price per Plate
Hotel Parijatha Party Hall,"Washermanpet, Chennai",375
Aishwarya Party Hall,"Washermanpet, Chennai","12,000"
Napa Kalyana Mandapam,"Washermanpet, Chennai","90,000"
Thiruthangal Nadar Arangam,"Washermanpet, Chennai","75,000"
SSK Marriage Hall,"Washermanpet, Chennai","20,000"
Hotel Thavakkal Mini Hall,"Washermanpet, Chennai","12,000"
