Venue Name,Venue Location,Price per Plate
Dombivli Gymkhana,"Dombivli, Mumbai",400 - 400
The Nandi Palace,"Dombivli, Mumbai",400 - 400
Kalash Banquet Hall,"Dombivli, Mumbai",351 - 500
Sai Prashanth Party Hall,"Dombivli, Mumbai",750 - 950
Plush Retreat Dombivli,"Dombivli, Mumbai",700 - 900
Hotel Suygog Banquet Hall,"Dombivli, Mumbai",700 - 900
Durvankar hall,"Dombivli, Mumbai",618
Jagdish Banquet Hall,"Dombivli, Mumbai",418 - 500
Kudal Deshkar Bhavan Hall,"Dombivli, Mumbai",368
Shubham Banquet,"Dombivli, Mumbai",818
Priti Banquet Hall,"Dombivli, Mumbai",600 - 800
Brahamchetnya Banquet Hall,"Dombivli, Mumbai",600 - 800
"Shamiyana Hall, Mumbai","Dombivli, Mumbai",650
Poornima Sabhagruha,"Dombivli, Mumbai",550 - 750
Mangal Karyalay Hall,"Dombivli, Mumbai",550 - 750
Tanvee Plaza,"Dombivli, Mumbai",400
Agri Sabhagruh,"Dombivli, Mumbai",300
"Everest Hall,Mumbai","Dombivli, Mumbai",200 - 300
"Dnyaneshwar Mangal Karyalay,Mumbai","Dombivli, Mumbai",650
Hotel Kushala Greens,"Dombivli, Mumbai",400 - 600
Janardan Patil Mini Hall,"Dombivli, Mumbai",350 - 400
Nupur Banquet Mini Hall,"Dombivli, Mumbai",550 - 650
RR Monarch Boutique Hotel,"Dombivli, Mumbai",550 - 650
Shastri Banquet Hall,"Dombivli, Mumbai",468
