Venue Name,Venue Location,Price per Plate
Aslam Palace,"Rt Nagar, Bangalore","1,50,000"
Amber Palace Party Hall,"Rt Nagar, Bangalore","20,000"
Patels Inn,"Rt Nagar, Bangalore",550 - 550
Samruddhi Grand Banquet Hall 1,"Rt Nagar, Bangalore",300
Royal Golden Palace,"Rt Nagar, Bangalore",250 - 350
Nandhini Banquet Hall 2,"Rt Nagar, Bangalore",367 - 472
Sichi Party Hall,"Rt Nagar, Bangalore","30,000"
Famous Party Hall,"Rt Nagar, Bangalore",15000 - 15000
Blue Pearl Luxury Banquet Hall,"Rt Nagar, Bangalore",472 - 577
Galaxy Swathi Ring View,"Rt Nagar, Bangalore",420 - 525
New Shanthi Sagar Pary Hall,"Rt Nagar, Bangalore",288
Sri Venus Party Hall,"Rt Nagar, Bangalore",17500 - 17500
YZ Party Hall,"Rt Nagar, Bangalore",218 - 318
Patels Inn Club & Resort,"Rt Nagar, Bangalore",800 - 1000
Luqma Restaurant Mini Hall,"Rt Nagar, Bangalore",400 - 500
Smt Shantha Venkataswamaiah Kalyana Mantapa,"Rt Nagar, Bangalore","65,000"
Haseen Mahal,"Rt Nagar, Bangalore","1,11,200"
Chowdeswari Devi Kalyanamantapa,"Rt Nagar, Bangalore","1,35,018"
R K Palace Convention Hall,"Rt Nagar, Bangalore","35,018"
Coraltree Hotel Mini Hall,"Rt Nagar, Bangalore","10,000"
RK Palace,"Rt Nagar, Bangalore","35,400"
Taralabalu Kendra,"Rt Nagar, Bangalore","2,85,000"
