Venue Name,Venue Location,Price per Plate
SR Royal Kingdom Banquet Hall,"Shalimar Bagh, Delhi","1,200"
Gola Banquets,"Shalimar Bagh, Delhi",600 - 600
Rajkamal Banquets,"Shalimar Bagh, Delhi","2,10,000"
Gola Banquets,"Shalimar Bagh, Delhi","1,30,000"
