Venue Name,Venue Location,Price per Plate
Sri Vinayaka Marriage Hall,"Bettadapura, Mysore",250 - 750
Aradhya Mahasabha,"Bettadapura, Mysore","50,018"
ChukkiMane - Village Resort,"Bettadapura, Mysore","15,000"
Sri Suryodaya Marriage Hall,"Bettadapura, Mysore","60,000"
