Venue Name,Venue Location,Price per Plate
gouhar gulshan function hall,"Moghalpura, Hyderabad","50,000"
Akbar Function Plaza,"Moghalpura, Hyderabad","84,000"
Azam Function Hall,"Moghalpura, Hyderabad","20,000"
