Venue Name,Venue Location,Price per Plate
Kashinath Dhuru Hall,"Dadar, Mumbai",700
Citylight Banquets Mahim,"Dadar, Mumbai","50,000"
Daivadnya Bhavan Hall,"Dadar, Mumbai","1,000"
Nabar Guruji Hall,"Dadar, Mumbai",500
Samta Krida Bhavan,"Dadar, Mumbai",550 - 750
Laxmi Narayan Baug Hall,"Dadar, Mumbai",650 - 450
Vidyadhar Hall,"Dadar, Mumbai",650
Sohrab Palamkote Hall,"Dadar, Mumbai",600 - 800
Bhagini Samaj,"Dadar, Mumbai",500 - 600
"Antonio Da Silva Hall, Mumbai","Dadar, Mumbai",450 - 500
Suryavanshi Banquet Hall,"Dadar, Mumbai",1050 - 1250
"Laxmi Narayan Baug Hall, Mumbai","Dadar, Mumbai",450 - 550
Kohinoor Lodge Hall,"Dadar, Mumbai","65,000"
Great Punjab Restaurant,"Dadar, Mumbai","15,000"
Sawantwadi Sansthan Maratha Samaj Hall,"Dadar, Mumbai",600 - 800
Antonio Da Silva Hall,"Dadar, Mumbai","35,000"
Shri Halari Visha Oswal Samaj Hall,"Dadar, Mumbai","1,70,000"
