Venue Name,Venue Location,Price per Plate
Potteery Nine Party Hall 1,"Hebbal, Bangalore",800 - 1200
Udupi Utsav Party Hall,"Hebbal, Bangalore","15,000"
Ring View Hotels,"Hebbal, Bangalore",350 - 550
Swasthaa Banquet Hall 1,"Hebbal, Bangalore",150 - 350
Woodlands Hotel Hall,"Hebbal, Bangalore",393 - 468
Moti Mahal Hall,"Hebbal, Bangalore",450 - 500
Nalapad Pavilion,"Hebbal, Bangalore","5,90,000"
Sri Muddamma Kakanna Convention Hall,"Hebbal, Bangalore","1,00,018"
Saaga Mini Hall,"Hebbal, Bangalore","60,000"
Sapthagiri Hall,"Hebbal, Bangalore","30,000"
