Venue Name,Venue Location,Price per Plate
Yogiraj Hall,"Talegaon Dabhade, Pune",500
The Emerald Resort Hall,"Talegaon Dabhade, Pune",900 - 1000
Hotel Isha,"Talegaon Dabhade, Pune",400 - 900
Hotel Shree Prasadam,"Talegaon Dabhade, Pune",550 - 1200
Hotel Sheetal,"Talegaon Dabhade, Pune",450 - 900
Bhegde Lawns,"Talegaon Dabhade, Pune",400 - 1000
Hotel Sarja Garden Restaurant,"Talegaon Dabhade, Pune",450 - 1000
Eastin Easy Aishwarya,"Talegaon Dabhade, Pune",500 - 600
Shiv Sonai Lawns,"Talegaon Dabhade, Pune",700 - 800
Hotel Renuka Executive,"Talegaon Dabhade, Pune","85,000"
Bhagirathi Lawns,"Talegaon Dabhade, Pune","70,000"
Sushila Mangal Karyalaya And Lawns,"Talegaon Dabhade, Pune","1,50,001"
Hotel Savali Family Garden,"Talegaon Dabhade, Pune","96,000"
Dwarkadhish Lawns,"Talegaon Dabhade, Pune","85,000"
Hotel Kasanova Inn,"Talegaon Dabhade, Pune","1,00,000"
Maval Grrand,"Talegaon Dabhade, Pune","85,000"
Parvati Lawns Mangal Karyalay,"Talegaon Dabhade, Pune","75,000"
Puja Garden Mangal Karyalay,"Talegaon Dabhade, Pune","1,20,000"
Gurudatta Garden Mangal Karyalay,"Talegaon Dabhade, Pune","96,000"
The Neelam Executive,"Talegaon Dabhade, Pune","60,000"
Vithal Kamat,"Talegaon Dabhade, Pune","96,000"
Saptapadi Lawns,"Talegaon Dabhade, Pune","1,20,000"
Hotel Lotus Inn,"Talegaon Dabhade, Pune","1,20,000"
Amrutwel Garden Restaurant,"Talegaon Dabhade, Pune","75,000"
