Venue Name,Venue Location,Price per Plate
Alliance Hospitality Services,"Lonavala, Mumbai",1
Diwatel Grande Resort By NXSTAY,"Lonavala, Mumbai",1000 - 1200
The Lagoona Resort,"Lonavala, Mumbai",1000 - 1500
Ratnaa Resort,"Lonavala, Mumbai",800 - 1000
Sereniity Resort Lonavala,"Lonavala, Mumbai",718 - 818
Purohit Holiday Resort Banquet Hall,"Lonavala, Mumbai","1,018"
Maple Lawns and banquets,"Lonavala, Mumbai",525 - 625
Hill Forest Resort,"Lonavala, Mumbai",518 - 718
Valvan Village Resort,"Lonavala, Mumbai",400 - 600
Imperial Grande Hall,"Lonavala, Mumbai",400 - 600
Velvet County Resort Hall,"Lonavala, Mumbai",600 - 800
Rhythm Lonavala,"Lonavala, Mumbai",1000 - 1300
Treasure Island Resort,"Lonavala, Mumbai","2,500"
Rrichmond Hotels,"Lonavala, Mumbai",500 - 800
Kumar Resort,"Lonavala, Mumbai",500 - 800
Aron Resort,"Lonavala, Mumbai",500 - 700
Vihang Vihar Resort,"Lonavala, Mumbai",800 - 1000
Govinda Resorts,"Lonavala, Mumbai",500 - 700
Meritas Picaddle Resort,"Lonavala, Mumbai",800 - 1000
Cloud Nine Hills Resort,"Lonavala, Mumbai",500 - 601
Sadbhawna Celebration Lawn,"Lonavala, Mumbai","1,00,000"
Whispering Woods Resort Lawn,"Lonavala, Mumbai","1,00,000"
Stolen Heaven,"Lonavala, Mumbai","1,20,000"
Sai Farm And Resort Lawn,"Lonavala, Mumbai","15,000"
