Venue Name,Venue Location,Price per Plate
Sri Adichunchanagiri Shikshana Trust,"Vijayanagar, Bangalore",699 - 800
Star Function Hall,"Vijayanagar, Bangalore","90,018"
Sri Suryodaya Kalyana Mantapa,"Vijayanagar, Bangalore","80,000"
Utsav Party Hall,"Vijayanagar, Bangalore",367
Sagar Banquet Hall,"Vijayanagar, Bangalore",350
SLN Party Hall,"Vijayanagar, Bangalore","32,000"
Cartier Hotel Resorts Banquet Lawn,"Vijayanagar, Bangalore",350
"Paakashala, VijayaNagar","Vijayanagar, Bangalore",400
Sri Allamaprabhu Atmajnana Mantapa Hall,"Vijayanagar, Bangalore",850
Sabha Party Hall,"Vijayanagar, Bangalore",312
HVR Convention Hall,"Vijayanagar, Bangalore",450
ESSOTTO RECREATION HUB,"Vijayanagar, Bangalore",800 - 1100
Shanthi Sagar Party Hall,"Vijayanagar, Bangalore",200
Sri Lakshmi Kalyan Mahal,"Vijayanagar, Bangalore","1,80,000"
Sri Basaveshwara Sujana Mantapa,"Vijayanagar, Bangalore","80,018"
Chandragiri Palace,"Vijayanagar, Bangalore","1,25,000"
Gbb Kalyana Mantapa,"Vijayanagar, Bangalore",568
Sri Jagathjyothi Basaveshwara Kalyana Kendra,"Vijayanagar, Bangalore","53,000"
SVSKalyana Mantapa,"Vijayanagar, Bangalore","33,018"
SHK Convention Center,"Vijayanagar, Bangalore","1,70,000"
Sarji Convention Hall,"Vijayanagar, Bangalore","1,35,000"
Ganadish Bhavan,"Vijayanagar, Bangalore","55,018"
Sahara Function Hall,"Vijayanagar, Bangalore","60,018"
Royal Palace Function Hall,"Vijayanagar, Bangalore","25,018"
