Venue Name,Venue Location,Price per Plate
Uday Samudra Leisure Beach Hotel - Vizhinjam,"Kovalam, Thiruvananthapuram",1003 - 1416
The Raviz Kovalam,"Kovalam, Thiruvananthapuram",1180 - 1770
Country Spa Wellness Beach Resort Banquet Hall,"Kovalam, Thiruvananthapuram",750 - 850
Daffodils Conference Hall,"Kovalam, Thiruvananthapuram",250 - 350
Rahath Restaurant,"Kovalam, Thiruvananthapuram",250 - 400
Gods Own Country Ayurveda Resort Open Space A,"Kovalam, Thiruvananthapuram",259 - 413
Red Shield Beach Resort,"Kovalam, Thiruvananthapuram",1 - 1
Ocean Breeze Grill House,"Kovalam, Thiruvananthapuram",300 - 400
Sagara Beach Resort,"Kovalam, Thiruvananthapuram",525 - 630
Aadisakthi Ayurveda Village pool Side Space,"Kovalam, Thiruvananthapuram",350 - 350
Niramaya Retreat Surya Samudra,"Kovalam, Thiruvananthapuram",935 - 1375
Turtle On The Beach Banquet Hall,"Kovalam, Thiruvananthapuram",1150 - 1250
Hotel Searock Beach Resort Banquet Hall,"Kovalam, Thiruvananthapuram",550 - 650
Hotel Marine Palace Banquet Hall,"Kovalam, Thiruvananthapuram",550 - 650
Hotel Samudra KTDC R V Raja Convention Centre,"Kovalam, Thiruvananthapuram",On Request
Lagoona Beach Resort Mini Hall,"Kovalam, Thiruvananthapuram","1,00,000"
Mahalakshmi Auditorium Hall,"Kovalam, Thiruvananthapuram","35,000"
Hotel Sea Face Open Space Poolside,"Kovalam, Thiruvananthapuram",On Request
Archana Auditorium,"Kovalam, Thiruvananthapuram","27,000"
Udaya Samudra Hotel Vizhinjam Hall,"Kovalam, Thiruvananthapuram","35,000"
Vellanad Sree Bhagavathy Temple Trust Auditorium,"Kovalam, Thiruvananthapuram","25,000"
