Venue Name,Venue Location,Price per Plate
Karnataka Bhavan,"Hulimavu, Bangalore","65,018"
Smt B Tulasi Narayana Rao Kalyana Mantapa,"Hulimavu, Bangalore","95,018"
Valmiki Bhavan,"Hulimavu, Bangalore","33,018"
