Venue Name,Venue Location,Price per Plate
Celebration Banquet Hall,"Mumbai Central, Mumbai",900 - 900
Palace Banquet Hall,"Mumbai Central, Mumbai",900 - 900
Aryan Banquet Hall,"Mumbai Central, Mumbai",900 - 900
City Banquet,"Mumbai Central, Mumbai",800 - 800
Indraprastha Hall,"Mumbai Central, Mumbai",999 - 999
ST Arnolds Banquet Hall,"Mumbai Central, Mumbai",900 - 900
Club Emerald,"Mumbai Central, Mumbai",900 - 900
The Sahil Hotel Banquet Hall,"Mumbai Central, Mumbai",1018 - 1218
Vishal Hall,"Mumbai Central, Mumbai",700 - 700
Ansar Hall,"Mumbai Central, Mumbai",400 - 500
Vinca Banquet two,"Mumbai Central, Mumbai",849 - 1000
Zenith Hall,"Mumbai Central, Mumbai",600 - 700
Flags Banquet,"Mumbai Central, Mumbai",900 - 900
Rail Nikunj,"Mumbai Central, Mumbai",500 - 600
Hotel Balwas International,"Mumbai Central, Mumbai","1,00,018"
