Venue Name,Venue Location,Price per Plate
Roopa Elite,"Jayalakshmipuram, Mysore",350 - 450
The Green Hotel Banquet Hall,"Jayalakshmipuram, Mysore",650 - 750
Vivaha Function Hall,"Jayalakshmipuram, Mysore",550 - 700
Sri Dharmastala Manjunatha Swamy Kalyana Mantapa,"Jayalakshmipuram, Mysore",750 - 850
Chittaranjan Palace,"Jayalakshmipuram, Mysore",750 - 850
Mahajana Alumni Association Hall,"Jayalakshmipuram, Mysore",850
Sri Dharmasthala Manjunatha Swamy Kalyana Mantapa,"Jayalakshmipuram, Mysore","55,000"
Sri Chandramouleshwara Swamy Charitable Trust,"Jayalakshmipuram, Mysore","45,000"
Railway Kalyana Mantapa,"Jayalakshmipuram, Mysore","32,000"
Sri Prasanna Parvati Kalyana Mantapa,"Jayalakshmipuram, Mysore","30,000"
