Venue Name,Venue Location,Price per Plate
Wonderla Resort,"Mysore Palace, Mysore",1500 - 1800
Akshara Party Hall,"Mysore Palace, Mysore",118 - 168
The Quorum Hotel,"Mysore Palace, Mysore",450 - 750
SLV Kalyana Mantapa,"Mysore Palace, Mysore","50,000"
NS Function Hall,"Mysore Palace, Mysore","50,018"
Sri Vidyabharathi Kalyana Mantapa,"Mysore Palace, Mysore","23,018"
Maangalya Sangama Choultry,"Mysore Palace, Mysore","50,018"
AG Function Hall,"Mysore Palace, Mysore","65,018"
Jade Garden Mini Hall,"Mysore Palace, Mysore","10,000"
Benaka Samudhaya Bhavana,"Mysore Palace, Mysore","30,000"
SUJATA RESIDENCY,"Mysore Palace, Mysore","1,00,000"
