Venue Name,Venue Location,Price per Plate
Ambey Farm,"Sonia Vihar, Delhi",1000 - 1200
The King Lawn 1,"Sonia Vihar, Delhi",1100 - 1600
Pandit Mahendra Vatika Lawn,"Sonia Vihar, Delhi",918
Ratiram Vatika Open Lawn 1,"Sonia Vihar, Delhi","1,88,800"
Rama Krishna Marraige Home,"Sonia Vihar, Delhi","1,18,000"
Badri Vishal Marriage Home,"Sonia Vihar, Delhi","1,06,018"
Rati Ram Vatika,"Sonia Vihar, Delhi",500
Tekram Vatika,"Sonia Vihar, Delhi","50,000"
Shri Shyam Vatika,"Sonia Vihar, Delhi","80,000"
SAHU SADAN,"Sonia Vihar, Delhi","25,000"
