Venue Name,Venue Location,Price per Plate
Geeta Complex,"Undri, Pune",850
COUNTRY CLUB KOOL UNDRI,"Undri, Pune","80,000"
Winds Flower Banquet And Resort,"Undri, Pune",700 - 1000
The Corinthians Resort And Club Pune,"Undri, Pune",1475 - 1711
"Country Club, Undri, Pune","Undri, Pune",600 - 800
Country Club Undri,"Undri, Pune",650 - 750
Happy Moments Banquets,"Undri, Pune","1,20,000"
