Venue Name,Venue Location,Price per Plate
Elan Banquet,"Alipore, Kolkata",800 - 1000
Taj Bengal,"Alipore, Kolkata",850 - 950
Roy Banquet Hall 1,"Alipore, Kolkata",850 - 950
Debangan Banquet Dunlop Hall 2,"Alipore, Kolkata",850 - 950
Maheshwari Vikash Parishad Hall,"Alipore, Kolkata",500 - 600
Imperiah Banquet,"Alipore, Kolkata",600 - 700
Marwar Banquet Hall,"Alipore, Kolkata",2000 - 2500
Surendra Bhawan Hall,"Alipore, Kolkata",600 - 800
Hotel Saini Inn Hall,"Alipore, Kolkata",700 - 1000
shiv durga garden,"Alipore, Kolkata",850 - 950
Aqua Banquet Hall,"Alipore, Kolkata",600 - 800
White Palace Hotel Lawn,"Alipore, Kolkata","35,000"
