Venue Name,Venue Location,Price per Plate
Nayar Samaj Hall,"Dadar East, Mumbai",450 - 550
Nayar Samaj Banquet Hall,"Dadar East, Mumbai",600 - 700
Midtown Pritam,"Dadar East, Mumbai",1250 - 1450
"Sharda Mangal Karyalay, Mumbai","Dadar East, Mumbai",550 - 750
Hotel Avon Ruby,"Dadar East, Mumbai",800 - 900
Ramee Guestline Hotel Dadar,"Dadar East, Mumbai",950 - 1050
Dadar Club Banquet,"Dadar East, Mumbai",450 - 550
B N Vaidya Banquet Hall,"Dadar East, Mumbai",500 - 700
Sharda Mangal Karyalay,"Dadar East, Mumbai",450 - 650
Hotel City Point Hall,"Dadar East, Mumbai","25,000"
Shubham Restaurant,"Dadar East, Mumbai","35,000"
Devadiga Sangha Mumbai,"Dadar East, Mumbai","35,000"
Andhra Mahasabha,"Dadar East, Mumbai","30,000"
