Venue Name,Venue Location,Price per Plate
Abhimaan lawns,"Mundhwa, Pune",800 - 1000
Vrindavan Garden ( Weddings & Banquet ),"Mundhwa, Pune",850 - 950
Magnus Star Residency - Business Hotel,"Mundhwa, Pune",800 - 950
Tulsi Villa Banquet,"Mundhwa, Pune",418 - 400
Pyramid lawns,"Mundhwa, Pune",500 - 600
ZaPalooza - Raga Lawns,"Mundhwa, Pune",750 - 900
Lonkar Hall,"Mundhwa, Pune",450 - 500
Raga Lawns,"Mundhwa, Pune",250 - 500
Zyzyva Lawn,"Mundhwa, Pune",1350 - 1550
One Lounge And Restaurant Koregaon Park,"Mundhwa, Pune","18,000"
Tulsi Villa Banquets,"Mundhwa, Pune","1,50,000"
