Venue Name,Venue Location,Price per Plate
SRR Kalyana Mantapa Hall,"Banaswadi, Bangalore",500
Tulsi Dwaraka Banquet Hall,"Banaswadi, Bangalore",589
Sravanthis Party Hall,"Banaswadi, Bangalore",600 - 550
D Pub,"Banaswadi, Bangalore",490 - 490
Sri Lakkshmi Party Hall,"Banaswadi, Bangalore",180 - 250
ASR Mini Party Hall,"Banaswadi, Bangalore",250 - 350
Tamarind Party Hall,"Banaswadi, Bangalore",448 - 566
Vishnu Grand 1,"Banaswadi, Bangalore",270
Patel Party Hall,"Banaswadi, Bangalore",850
Bhagini Banquet Hall,"Banaswadi, Bangalore",367 - 472
Celebrations Party Hall,"Banaswadi, Bangalore",550 - 650
ASR Convention Hall,"Banaswadi, Bangalore","2,00,018"
Sri Kodanda Rama Kalyana Mantapa,"Banaswadi, Bangalore","1,25,018"
VV Convention Hall,"Banaswadi, Bangalore","1,00,018"
SRR Kalyana Mantapa,"Banaswadi, Bangalore","1,43,018"
SRR Mantapa Hall,"Banaswadi, Bangalore","70,000"
ANR Bhavan,"Banaswadi, Bangalore","2,600"
Sri Sai Convention centre,"Banaswadi, Bangalore","1,02,000"
Shiva Parvathi Kalyana Mantapa,"Banaswadi, Bangalore","1,75,000"
A N R Bhavan,"Banaswadi, Bangalore","1,55,000"
