Venue Name,Venue Location,Price per Plate
Villa casa The cult cuisine Banquet 3,"Pimple Gurav, Pune",397 - 643
Siddhi Banquet Hall,"Pimple Gurav, Pune",750 - 900
Gangaas Banquet,"Pimple Gurav, Pune",450 - 500
Garve Lawn,"Pimple Gurav, Pune",400
RamKrishna Mangal Karyalaya,"Pimple Gurav, Pune","1,50,000"
