Venue Name,Venue Location,Price per Plate
Hotel Amaravathi Banquet Hall 1,"Srirampura, Mysore",650 - 950
Hotel Indraprastha Regency Mini Hall,"Srirampura, Mysore","25,000"
Coorgcoffee Flower Resort Stay Pool Side Lawn,"Srirampura, Mysore",350 - 450
The Yellow Bamboo Resort,"Srirampura, Mysore",850 - 850
Royal Orchid Brindavan Garden Palace Spa,"Srirampura, Mysore",699 - 799
Coorg Jungle Camp Backwater Resort Part Hall,"Srirampura, Mysore",600 - 700
Young Island Resort,"Srirampura, Mysore",500 - 600
Sri Bhramaramba Mallikarjuna Convention Hall,"Srirampura, Mysore","70,000"
Rahul Convention Hall,"Srirampura, Mysore","1,80,000"
Sindhoor Convention Hall,"Srirampura, Mysore","1,60,000"
Shivanna Parvathi Convention Hall,"Srirampura, Mysore","1,00,018"
Kubera Convention Hall,"Srirampura, Mysore","20,018"
Chandanavana Hall,"Srirampura, Mysore","1,60,018"
Om Sri Kalyana Mantapa,"Srirampura, Mysore","90,000"
Basamma Javaregowda Kalyanamantapa,"Srirampura, Mysore","33,000"
Chanmudeswati Kalyana Mandapa,"Srirampura, Mysore","25,000"
Kannika International Convention Hall,"Srirampura, Mysore","50,000"
Vijayashree Kalyana Mantapa,"Srirampura, Mysore","20,000"
Woodstock Resorts Open Lawn,"Srirampura, Mysore","70,000"
Rose Wood Stay Open Lawn,"Srirampura, Mysore","12,000"
JSS Community Hall,"Srirampura, Mysore","60,000"
Sri Kalabhairaveshwara Convention Hall,"Srirampura, Mysore","55,000"
