Venue Name,Venue Location,Price per Plate
Ananya Convention,"Sagar Nagar, Visakhapatnam","1,00,000"
GSR Avenue,"Sagar Nagar, Visakhapatnam","30,000"
Sai Priya Beach Resort,"Sagar Nagar, Visakhapatnam","2,75,000"
Shore Front Resort,"Sagar Nagar, Visakhapatnam","50,000"
RRR Marina Usha Banquet Hall A/C,"Sagar Nagar, Visakhapatnam","50,000"
Visakha S Convention Hall,"Sagar Nagar, Visakhapatnam","2,25,000"
