Venue Name,Venue Location,Price per Plate
Hotel Chentoor,"Periyar Bus Stand, Madurai",300 - 400
Udhayam Grand Marriage Hall,"Periyar Bus Stand, Madurai","30,000"
Hotel Aarathy,"Periyar Bus Stand, Madurai","12,500"
