Venue Name,Venue Location,Price per Plate
Hotel Grandeur,"Ameerpet, Hyderabad",400 - 500
Aditya Hometel 1,"Ameerpet, Hyderabad",550 - 650
Hotel Raj Comfort Banquet,"Ameerpet, Hyderabad",472
KK Banquets,"Ameerpet, Hyderabad",250 - 400
Hotel Aditya Park,"Ameerpet, Hyderabad",1200 - 1400
Green Park Hotel,"Ameerpet, Hyderabad",1650 - 1950
KCR Resort and Convention,"Ameerpet, Hyderabad",1200 - 1500
Hotel Sitara Residency Hall,"Ameerpet, Hyderabad",650 - 750
Salwa Garden Function Hall,"Ameerpet, Hyderabad","35,000"
Shri Balaji Rajasthani Bhavan Hall,"Ameerpet, Hyderabad","30,000"
Athithi Inn,"Ameerpet, Hyderabad","1,50,000"
