Venue Name,Venue Location,Price per Plate
Park Plaza Shahdara,"Shahdara, Delhi",350 - 450
Bliss and Blessings Banquets,"Shahdara, Delhi",1600 - 1750
Hotel Tripple Tree,"Shahdara, Delhi",600 - 800
Eleven To Eleven,"Shahdara, Delhi","1,200"
The Leela Ambience Convention Hotel,"Shahdara, Delhi","3,018"
Kanishka Banquet Hall 1,"Shahdara, Delhi",800 - 1000
Le Paradise Banquet Hall 1,"Shahdara, Delhi","1,100"
Rajkamal Banquet,"Shahdara, Delhi",818 - 918
Le Diamonds Banquet,"Shahdara, Delhi","1,200"
Sneh Hall,"Shahdara, Delhi","1,200"
City Palace Banquet,"Shahdara, Delhi",600 - 750
Govindam Bhawan,"Shahdara, Delhi","1,000"
Kanak Residency Hall 1,"Shahdara, Delhi",900
Ambika Palace,"Shahdara, Delhi",1218 - 1518
Shivay The Banquet,"Shahdara, Delhi","1,518"
Devam Palace Banquet Hall,"Shahdara, Delhi",700 - 1000
Radha Palace Hospitality,"Shahdara, Delhi",700
Quick Parties Services Banquet,"Shahdara, Delhi",800 - 1100
Dream Castle,"Shahdara, Delhi",900 - 1000
Hotel BB Palace,"Shahdara, Delhi",600 - 750
Sundaram Palace Hall,"Shahdara, Delhi",850 - 950
Swati Deluxe Hotels,"Shahdara, Delhi",850 - 950
Aashirwad Banquet,"Shahdara, Delhi",850
Kheras Banquet,"Shahdara, Delhi",500 - 600
