Venue Name,Venue Location,Price per Plate
Hotel D Adda Mehfil Banquet Hall,"Badlapur, Mumbai",668 - 768
Mountain Hill Farm And Resort,"Badlapur, Mumbai",800 - 1000
Vishranti Farms,"Badlapur, Mumbai",700 - 900
"Geetai Lawns,Mumbai","Badlapur, Mumbai",400
Katdare Mangal Karyalay,"Badlapur, Mumbai",500
Neelkantheshwar Hall,"Badlapur, Mumbai",650
Aditi Banquet Hall,"Badlapur, Mumbai",550 - 750
"Gauri Marriage Hall and Lawn, Badlapur","Badlapur, Mumbai",600 - 750
Ratan Banquet,"Badlapur, Mumbai",350
Hotel D Adda,"Badlapur, Mumbai",550 - 750
DK Farm,"Badlapur, Mumbai",550 - 750
Ekvira Mangal Karyalay Hall,"Badlapur, Mumbai",350 - 450
Matoshree Resorts and River Park,"Badlapur, Mumbai",550 - 750
DS Park,"Badlapur, Mumbai",650 - 750
"Ajay Raja Hall, Badlapur","Badlapur, Mumbai",300
Nirva The Cottage Resort,"Badlapur, Mumbai","2,10,018"
Parom Garden And Marriage Lawn,"Badlapur, Mumbai","76,300"
Vrundavan Resorts,"Badlapur, Mumbai","25,000"
Yogeshwar Fine Dine Hall,"Badlapur, Mumbai","40,000"
Katdare Mangal Karyalay Hall,"Badlapur, Mumbai","40,000"
The Visawa Resort,"Badlapur, Mumbai","30,000"
D N Patil Farm,"Badlapur, Mumbai","55,000"
Neelkantheshwar Banquet Hall,"Badlapur, Mumbai","47,000"
