Venue Name,Venue Location,Price per Plate
Nadiadwala Hall,"Malad East, Mumbai",350
White Swan Hospitality,"Malad East, Mumbai",650 - 800
Vaishali Banquet Hall,"Malad East, Mumbai",350
"Parekh Hall, Mumbai","Malad East, Mumbai","35,000"
JW Marriott Mumbai Sahar,"Malad East, Mumbai",800 - 1100
Monica Hall,"Malad East, Mumbai",468
Siddivinayak Banquet,"Malad East, Mumbai",400
Parekh Hall,"Malad East, Mumbai",600
Rajasthan Bhawan,"Malad East, Mumbai",400 - 500
Monica Banquet,"Malad East, Mumbai",450 - 500
Shri Tejpal Poddar Hall,"Malad East, Mumbai",350
White Swan Banquet,"Malad East, Mumbai",700
Koshish Banquet hall,"Malad East, Mumbai","50,000"
Monica Marriage Hall,"Malad East, Mumbai","45,000"
Saraf Matru Mandir Hall,"Malad East, Mumbai","2,00,000"
Pavte Banquet Park,"Malad East, Mumbai","1,10,000"
Narmada Hall,"Malad East, Mumbai","25,000"
