Venue Name,Venue Location,Price per Plate
Ripplez,"Shamshabad, Hyderabad","40,000"
Y N R Gardens,"Shamshabad, Hyderabad","45,000"
Athidhi Convention Hall,"Shamshabad, Hyderabad","5,00,000"
Mallika AC Conventiion,"Shamshabad, Hyderabad","4,00,000"
KLCC Conventions Banquet Hall,"Shamshabad, Hyderabad",1000 - 1200
Citadel Hotels and Convention Centre Hall 02,"Shamshabad, Hyderabad",1575 - 1785
SR Classic Convention,"Shamshabad, Hyderabad",850 - 1050
Sri Vengamamba Banquet Hall,"Shamshabad, Hyderabad",350 - 550
Hotel Rainbow Tower,"Shamshabad, Hyderabad",578 - 683
HZ MS BRIGHT FUNCTION HALL,"Shamshabad, Hyderabad",850 - 1100
Classic Convention Three,"Shamshabad, Hyderabad",899 - 899
MS Convention Centre,"Shamshabad, Hyderabad","10,00,000"
Jaithri Grand Convention Hall,"Shamshabad, Hyderabad","3,00,000"
S S Convention,"Shamshabad, Hyderabad","18,88,000"
Celebration Convention,"Shamshabad, Hyderabad","80,000"
Sri Padmavathi Gardens,"Shamshabad, Hyderabad","50,000"
palladium luxury convention and function hall,"Shamshabad, Hyderabad","30,000"
H P function hall and farm house,"Shamshabad, Hyderabad","50,000"
Fort Garden Eastern Lawn,"Shamshabad, Hyderabad",On Request
SSR Party Hall,"Shamshabad, Hyderabad","69,000"
The Kashish Palace Convention,"Shamshabad, Hyderabad","3,50,000"
New AS Garden Function Hall,"Shamshabad, Hyderabad","80,000"
Golden Farm House,"Shamshabad, Hyderabad","60,000"
MM Gardens function hall,"Shamshabad, Hyderabad","2,00,018"
