Venue Name,Venue Location,Price per Plate
Mari Gold Green Park Amber,"Begumpet, Hyderabad",1888 - 2124
Kamat Lingapur HotelChandrika,"Begumpet, Hyderabad",590
Arora Banquet Hall,"Begumpet, Hyderabad",500 - 600
Vivanta By TajImperial Hall 1,"Begumpet, Hyderabad",1888 - 2124
Chutneys Banquet Hall 1,"Begumpet, Hyderabad",442 - 649
Hotel The Plaza,"Begumpet, Hyderabad",550 - 650
Chiraan Fort Club - Main Lawn,"Begumpet, Hyderabad",885 - 1003
The Manohar Banquet Crystal 1,"Begumpet, Hyderabad",649 - 1062
Green Park Hotel Chancery,"Begumpet, Hyderabad",1475 - 1652
Century Gardens,"Begumpet, Hyderabad","4,74,000"
Hotel Mannys Plaza,"Begumpet, Hyderabad","50,000"
Vantillu Multi Cuisine Banquet Hall,"Begumpet, Hyderabad","55,000"
Celebrity Boutique Hotel,"Begumpet, Hyderabad","1,20,000"
Green Park Banquet,"Begumpet, Hyderabad","1,00,000"
Begumpet Palace Function Plaza,"Begumpet, Hyderabad","1,50,000"
