Venue Name,Venue Location,Price per Plate
Rajesh Marriage Contractor in Tirumala and Kalyanamandapam,"Tirumala, Tirupati","55,000"
Gubba Choultry Kalyana Mandapam,"Tirumala, Tirupati","50,000"
Sri Prativadi Bhayankar Mutt,"Tirumala, Tirupati",1000 - 1200
S Raja Marriage Contractor Kalyanamandapam,"Tirumala, Tirupati","50,000"
Fortune Select Grand Ridge,"Tirumala, Tirupati",
