Venue Name,Venue Location,Price per Plate
Hotel Sri Sampoorna Grand Chandra,"Peerzadiguda, Hyderabad",300 - 400
VVR Banquet Hall,"Peerzadiguda, Hyderabad",418 - 518
R.K.M.Function Hall,"Peerzadiguda, Hyderabad",250 - 350
Mekala Kamala Balreddy Gardens,"Peerzadiguda, Hyderabad","1,200"
Sri Palani Conventions,"Peerzadiguda, Hyderabad","3,00,000"
Sri Manikanta Lakshmi Function Hall,"Peerzadiguda, Hyderabad","45,000"
"VVR Banquet Hall, Hyderabad","Peerzadiguda, Hyderabad","50,000"
Sri Manikanta Lakshmi Narasimha Function Hall,"Peerzadiguda, Hyderabad","1,00,000"
Bandi Jangaiah Gardens,"Peerzadiguda, Hyderabad","1,00,000"
DBR Garden Lawn,"Peerzadiguda, Hyderabad","50,000"
