Venue Name,Venue Location,Price per Plate
Hotel Double Tree Suites Meeting Room,"Bellandur, Bangalore",1365 - 1575
Hotel Icon Premier,"Bellandur, Bangalore",650 - 800
Velvette Hotel Emerald Hall I,"Bellandur, Bangalore",885 - 1003
Novotel,"Bellandur, Bangalore",1250 - 1550
Bhagini Icon Premier Hotel Hall,"Bellandur, Bangalore",850 - 1050
Twenty Four Hotel,"Bellandur, Bangalore",585 - 950
RUH MINI HALL,"Bellandur, Bangalore",700 - 800
Annapurneshwari Mandir,"Bellandur, Bangalore","45,018"
Vaibhav Hall,"Bellandur, Bangalore","80,018"
Swamini Mangal Karyalaya,"Bellandur, Bangalore","45,018"
Udupi Nalapaka Banquet Hall,"Bellandur, Bangalore","20,000"
The Rasaganga Mini Hall,"Bellandur, Bangalore",400 - 500
