Venue Name,Venue Location,Price per Plate
La Platinum Banquet Hall,"Najafgarh, Delhi Ncr",1500 - 2000
Satya Garden,"Najafgarh, Delhi Ncr","42,000"
The Falcon Hall,"Najafgarh, Delhi Ncr",900 - 1500
The Mehfil Grand,"Najafgarh, Delhi Ncr",899 - 899
The Oreanns Banquet,"Najafgarh, Delhi Ncr",1100 - 1100
ShreeJee Grand Banquet,"Najafgarh, Delhi Ncr",800
Dev Garden,"Najafgarh, Delhi Ncr",800
3H Haveli Restaurant,"Najafgarh, Delhi Ncr",700
MR Green Vatika,"Najafgarh, Delhi Ncr",600 - 800
The Oreanns Banquets,"Najafgarh, Delhi Ncr",1000 - 1200
Ranch-o-Vistta,"Najafgarh, Delhi Ncr",1300 - 2400
Invitee Banquets,"Najafgarh, Delhi Ncr",1300 - 1500
Rajwada Farm,"Najafgarh, Delhi Ncr",1200 - 1500
Krish Palace The Party Lawn,"Najafgarh, Delhi Ncr","3,54,000"
Aman Wedding Garden,"Najafgarh, Delhi Ncr",550 - 7520
Deewan Jee Party lawn,"Najafgarh, Delhi Ncr",500 - 700
Victoria Palace Party Lawn,"Najafgarh, Delhi Ncr",On Request
Radha Krishan Garden,"Najafgarh, Delhi Ncr","1,00,000"
Regal Manor Gandotra Farms,"Najafgarh, Delhi Ncr","3,54,000"
Hotel Metro Palace Banquet and lawns,"Najafgarh, Delhi Ncr","1,00,000"
Pradhan Farm,"Najafgarh, Delhi Ncr","3,54,000"
Ajit Farm,"Najafgarh, Delhi Ncr","1,18,000"
Laxmi Vatika,"Najafgarh, Delhi Ncr","1,47,500"
Haveli By Saini Tent Palace Open Lawn 1,"Najafgarh, Delhi Ncr","2,47,800"
