Venue Name,Venue Location,Price per Plate
Shree Krishna Banquet,"Vikhroli, Mumbai",550 - 750
Shri Datta Sai Marriage Hall,"Vikhroli, Mumbai",900
Sai Prakash Banquet Hall,"Vikhroli, Mumbai",400 - 400
Vijay Banquet Hall,"Vikhroli, Mumbai",500
Atarah Banquets Hall 1,"Vikhroli, Mumbai",650 - 750
"Sai Prakash Banquet Hall, Mumbai","Vikhroli, Mumbai",250 - 350
Shatkar Banquet Hall,"Vikhroli, Mumbai",450
Shri Datta Marriage Hall,"Vikhroli, Mumbai",550 - 650
Datta Sai Marriage Hall,"Vikhroli, Mumbai",450 - 550
Remedious Ground,"Vikhroli, Mumbai","40,000"
Sai Prakash Banquet Hall,"Vikhroli, Mumbai","15,000"
Vincent Remedios Patil Community Hall,"Vikhroli, Mumbai","5,000"
