Venue Name,Venue Location,Price per Plate
Banquet Studios,"Vadapalani, Chennai","60,000"
Hotel Aadithya,"Vadapalani, Chennai",1200 - 1500
Sengunthar Mahal,"Vadapalani, Chennai","70,000"
Hotel Green Park Seshmahal,"Vadapalani, Chennai",2000 - 2300
Hotel Aadithyaaa,"Vadapalani, Chennai",1200 - 1400
The Waterfall Restaurant Party Hall,"Vadapalani, Chennai",699 - 775
Aarthi Mahal,"Vadapalani, Chennai","1,50,000"
APR Hall,"Vadapalani, Chennai","50,000"
KP Krishna Hall,"Vadapalani, Chennai","20,000"
AVM Garden,"Vadapalani, Chennai","2,50,000"
Dia Party Hall,"Vadapalani, Chennai","60,000"
