Venue Name,Venue Location,Price per Plate
SuryaMahal Wedding Hall,"Goregaon, Mumbai","2,00,000"
Vedamm banquets,"Goregaon, Mumbai",900
The Westin Mumbai Garden,"Goregaon, Mumbai",900 - 1200
Jayaleela Banquet,"Goregaon, Mumbai",50 - 700
"Jayaleela Banquets, Goregaon","Goregaon, Mumbai",550 - 700
HVPS Banquet Hall,"Goregaon, Mumbai",600 - 800
Aarey Garden,"Goregaon, Mumbai",650 - 800
Satyam Park,"Goregaon, Mumbai",550 - 650
Lazy Moose 5 Villa,"Goregaon, Mumbai",450 - 550
Royal Palms Villas,"Goregaon, Mumbai",450 - 550
Shaila Lawn,"Goregaon, Mumbai",650 - 750
Cooling Tower Cafe,"Goregaon, Mumbai",1450 - 1550
Hotel Imperial Grand Palace,"Goregaon, Mumbai",850 - 1050
Satyam Hall,"Goregaon, Mumbai","28,000"
Ajanta Hall,"Goregaon, Mumbai","1,60,000"
Brijwasi Palace Hall,"Goregaon, Mumbai",1
