Venue Name,Venue Location,Price per Plate
Relax Adventure Resort,"Kasara, Mumbai",650 - 750
Hotel Turning Point Resort,"Kasara, Mumbai",800
Sadhana Village,"Kasara, Mumbai",600 - 600
