Venue Name,Venue Location,Price per Plate
Firewater Banquets,"Miyapur, Hyderabad",649 - 799
Sri Satya Bharathi Convention,"Miyapur, Hyderabad","85,000"
Maps Banquet Hall,"Miyapur, Hyderabad","1,20,000"
Athidhi Banquet Hall,"Miyapur, Hyderabad",475 - 650
Hotel Shubham Celebrations - Flavours,"Miyapur, Hyderabad",560 - 678
Flachazo Banquet Hall,"Miyapur, Hyderabad",799 - 749
Bommarillu Banquet Hall,"Miyapur, Hyderabad",401 - 507
Funlantis Banquets,"Miyapur, Hyderabad","55,000"
Naren Gardens,"Miyapur, Hyderabad","6,20,000"
Hotel VR Ashoka Grand,"Miyapur, Hyderabad","90,000"
Viswanaadha Gardens Hall 1,"Miyapur, Hyderabad","2,50,000"
