Venue Name,Venue Location,Price per Plate
Ram Pradhan Garden,"Gokalpur, Delhi",900
Balak Ram Pradhan Garden,"Gokalpur, Delhi","80,000"
Golden Vatika,"Gokalpur, Delhi","25,000"
