Venue Name,Venue Location,Price per Plate
Kedari Garden hall,"Wanowrie, Pune",750
KEDARI GARDEN,"Wanowrie, Pune",700 - 750
SUFIS,"Wanowrie, Pune",275 - 375
Krome Banquet,"Wanowrie, Pune",600 - 600
Jijau Garden Mangal Karyalaya,"Wanowrie, Pune",600
Jijau Mangal Karyalay,"Wanowrie, Pune",750 - 1200
Dhanraj Parmar Hall,"Wanowrie, Pune",750
Alankaran Hall,"Wanowrie, Pune",850 - 900
AFMC Banquet Hall,"Wanowrie, Pune",750 - 950
Atlantis Hadapsar,"Wanowrie, Pune",700 - 800
AFMC Banquet,"Wanowrie, Pune",850 - 950
Sufis Garden Restaurant,"Wanowrie, Pune",300 - 500
Jehangir Baugh Wedding Lawn,"Wanowrie, Pune","1,00,000"
AFMC Banquet Hall,"Wanowrie, Pune","40,000"
Jambhulkar Garden,"Wanowrie, Pune","50,000"
