Venue Name,Venue Location,Price per Plate
Samrat Presidency,"Balanagar, Hyderabad",370 - 440
Velvet Banquet Hall,"Balanagar, Hyderabad",450 - 550
Sneham Hotel,"Balanagar, Hyderabad",500 - 700
MF Function Hall,"Balanagar, Hyderabad","64,000"
L S Function Hall,"Balanagar, Hyderabad",600 - 900
YMS Harish Function Hall,"Balanagar, Hyderabad","50,000"
Sri Sitarama Kalayana Mandapam,"Balanagar, Hyderabad","45,018"
Vittal's Samrat Gardens,"Balanagar, Hyderabad","95,000"
G R Palace Function Hall,"Balanagar, Hyderabad","1,20,000"
GR Palace Function Hall,"Balanagar, Hyderabad","1,12,600"
MPR Convention Center,"Balanagar, Hyderabad","6,80,000"
