Venue Name,Venue Location,Price per Plate
NPG Hotel,"Chikkajala, Bangalore",818 - 1018
Hotel Clarks,"Chikkajala, Bangalore",650 - 850
Avi Fortune Suites,"Chikkajala, Bangalore",200 - 300
Shivas Galaxy Hotel,"Chikkajala, Bangalore",599 - 7990
Regenta Banquet Hall,"Chikkajala, Bangalore",799 - 899
Senate by Bangalore Biz Hotel,"Chikkajala, Bangalore",450 - 600
Sridevi Palace,"Chikkajala, Bangalore","80,000"
VK Convention Hall,"Chikkajala, Bangalore","1,65,018"
Krishna Convention Center Best Wedding Halls,"Chikkajala, Bangalore","1,35,018"
Srimathi Yellamma Tuljansa Bhute Memorial Hall,"Chikkajala, Bangalore","1,15,018"
Arunodaya kalyana mantapa,"Chikkajala, Bangalore","30,000"
Hamsa Sri Malavali Chikkannas Charities Kalyana Mantapa,"Chikkajala, Bangalore","1,00,000"
Madina Function Hall,"Chikkajala, Bangalore","15,000"
MRF Still Waters Farm House Pool Side Lawn,"Chikkajala, Bangalore","1,50,000"
Royal Lotus Resotel,"Chikkajala, Bangalore","50,000"
GMR Kalyana Mantapa,"Chikkajala, Bangalore","71,000"
