Venue Name,Venue Location,Price per Plate
Ramee Guestline Debate Hotels and Resorts,"Attibele, Bangalore",840 - 945
Vaibhav Convention Hall,"Attibele, Bangalore",600
La Classic Bougain Villa,"Attibele, Bangalore",1155 - 1365
MAK Party Hall,"Attibele, Bangalore",590 - 708
Golden Mile Resort Banquet Hall,"Attibele, Bangalore",755 - 1005
Srinidhi Vaibhava Party Hall,"Attibele, Bangalore",475
Sri Venkateshwara Hi Tech Convention Hall,"Attibele, Bangalore","80,000"
Padmashree Convention Hall,"Attibele, Bangalore","2,65,018"
SBR Kalyana Mantapa Hall,"Attibele, Bangalore","45,000"
SBR Kalyana Mantapa,"Attibele, Bangalore","4,13,000"
Lakshmi Convention Hall,"Attibele, Bangalore","2,62,600"
NMR Convention Hall,"Attibele, Bangalore","80,000"
