Venue Name,Venue Location,Price per Plate
Maragatha Maligai,"Thiruparankundram, Madurai","1,25,000"
The Gateway Hotel Pasumalai,"Thiruparankundram, Madurai",1100 - 1400
Sri Kavimani Mahal,"Thiruparankundram, Madurai","30,000"
SV Mahal,"Thiruparankundram, Madurai","25,000"
Malligai Thirumana Mahal,"Thiruparankundram, Madurai","30,000"
Sri Meenatchi Mahal,"Thiruparankundram, Madurai","30,000"
Bose Sankari Thirumana Mahal,"Thiruparankundram, Madurai","45,000"
Abirami Mahal,"Thiruparankundram, Madurai","25,000"
Radha Mahal,"Thiruparankundram, Madurai","25,000"
GR Jeyakarthi Mahal,"Thiruparankundram, Madurai","30,000"
JB Mahal Ac Marraige Hall,"Thiruparankundram, Madurai","1,56,018"
Aandal Alagar Mahal,"Thiruparankundram, Madurai","1,25,000"
