Venue Name,Venue Location,Price per Plate
The Pride Hotel Pune,"Shivaji Nagar, Pune",800 - 900
Centurian Hotel,"Shivaji Nagar, Pune",575 - 650
THE DECCAN ROYAALE,"Shivaji Nagar, Pune",415 - 470
Rajyog Banquet Hall,"Shivaji Nagar, Pune",300
Hotel Brookside,"Shivaji Nagar, Pune",750 - 850
Gandharva Residency Hotel Banquets,"Shivaji Nagar, Pune",750 - 900
Surbhi Hotel,"Shivaji Nagar, Pune",450 - 500
Bloomin Pune,"Shivaji Nagar, Pune",750 - 950
ASHISH PLAZA,"Shivaji Nagar, Pune","80,000"
THE SWANN INN,"Shivaji Nagar, Pune","80,000"
HOTEL DECCAN RANDEZVOUS,"Shivaji Nagar, Pune","70,000"
DADASAHEB DARODE HALL,"Shivaji Nagar, Pune","90,000"
THE CITIOTEL,"Shivaji Nagar, Pune","1,00,000"
