Venue Name,Venue Location,Price per Plate
Pearl Convention Centre,"Varkala, Thiruvananthapuram","50,000"
Vallabhan International Resort,"Varkala, Thiruvananthapuram",708 - 826
Black Beach Resort,"Varkala, Thiruvananthapuram",250 - 350
Deshadan Resorts And Hotels,"Varkala, Thiruvananthapuram",630 - 788
Sunview Beach Resort,"Varkala, Thiruvananthapuram",315 - 472
Palm Tree Heritage Open Space,"Varkala, Thiruvananthapuram",350 - 450
Hindustan Beach Retreat,"Varkala, Thiruvananthapuram",800 - 800
Meva convention centre,"Varkala, Thiruvananthapuram","2,00,000"
Jagee convention centre,"Varkala, Thiruvananthapuram","2,20,000"
SS Auditorium,"Varkala, Thiruvananthapuram","80,000"
Thoppil Auditorium,"Varkala, Thiruvananthapuram","15,000"
Manipanthal Convention Center Mini Hall,"Varkala, Thiruvananthapuram","40,000"
Appus Regency,"Varkala, Thiruvananthapuram","25,000"
Blue Opal Mini Auditorium,"Varkala, Thiruvananthapuram","20,000"
Viswas Mini Auditorium,"Varkala, Thiruvananthapuram","22,000"
Eudy Auditorium AC mini hall,"Varkala, Thiruvananthapuram","40,000"
Shanthi Auditorium,"Varkala, Thiruvananthapuram","30,000"
Tajmahal Auditorium Varkala,"Varkala, Thiruvananthapuram","20,000"
Karthika Auditorium,"Varkala, Thiruvananthapuram","40,000"
Trip is Life Varkala Lawn,"Varkala, Thiruvananthapuram","1,50,000"
Varsha Megha convetion center,"Varkala, Thiruvananthapuram","1,00,000"
