Venue Name,Venue Location,Price per Plate
Hotel Abode-Terrace,"Lakdi Ka Pul, Hyderabad",1200 - 1500
The Cent Jubilicent,"Lakdi Ka Pul, Hyderabad",700 - 800
Best Western Hotel Patio 2,"Lakdi Ka Pul, Hyderabad",560 - 796
Hampshire Plaza Hotel- Bombay Palace,"Lakdi Ka Pul, Hyderabad",590 - 590
Hotel PearlGrand Flora,"Lakdi Ka Pul, Hyderabad",460 - 578
Hotel Riya Grand Banquet Hall,"Lakdi Ka Pul, Hyderabad",120 - 250
The Central Court Hotel,"Lakdi Ka Pul, Hyderabad",550 - 650
Aziz Mansion Function Palace,"Lakdi Ka Pul, Hyderabad",600 - 650
Maruti Garden Function Hall,"Lakdi Ka Pul, Hyderabad",600
Yousuf Function Hall,"Lakdi Ka Pul, Hyderabad","50,000"
Shah Function Plaza,"Lakdi Ka Pul, Hyderabad","1,80,000"
