Venue Name,Venue Location,Price per Plate
Purohit Banquet,"Mira Road, Mumbai","1,200"
Mauli Grand Banquets,"Mira Road, Mumbai",600 - 700
Asmita Hall,"Mira Road, Mumbai",600 - 600
Paras Banquets Hall 1,"Mira Road, Mumbai",800 - 900
Krishna Palace Hotel,"Mira Road, Mumbai",400 - 400
Timeless Banquet,"Mira Road, Mumbai",500 - 500
Surbhi Banquet Hall 1,"Mira Road, Mumbai",550 - 700
AV Lawns,"Mira Road, Mumbai",500 - 600
The Taj Mahal Palace,"Mira Road, Mumbai",400 - 400
Pappilon Banquet,"Mira Road, Mumbai","1,000"
Rajpurohit banquet hall 1,"Mira Road, Mumbai",468
Hotel Maxwell Hall,"Mira Road, Mumbai",700 - 850
Hotel Voxton Inn,"Mira Road, Mumbai",518 - 718
Amber Plaza,"Mira Road, Mumbai",400 - 400
Kings Banquets Hall 2,"Mira Road, Mumbai",400 - 400
Regency Banquet Hall,"Mira Road, Mumbai",400 - 400
GCC Hotel And Club,"Mira Road, Mumbai",1000 - 1200
Prakruti Resort,"Mira Road, Mumbai",1000 - 1200
Seven Eleven Club,"Mira Road, Mumbai",800 - 1000
Express inn,"Mira Road, Mumbai",500 - 700
Delhi darbar inn,"Mira Road, Mumbai",550 - 750
Central plaza,"Mira Road, Mumbai",400 - 400
Center Plaza Hall,"Mira Road, Mumbai",550 - 750
Mira Lawn 2,"Mira Road, Mumbai","50,018"
