Venue Name,Venue Location,Price per Plate
Park Plaza Shahdara,"Shahdara, Delhi Ncr",350 - 450
Bliss and Blessings Banquets,"Shahdara, Delhi Ncr",1600 - 1750
Hotel Tripple Tree,"Shahdara, Delhi Ncr",600 - 800
Eleven To Eleven,"Shahdara, Delhi Ncr","1,200"
The Leela Ambience Convention Hotel,"Shahdara, Delhi Ncr","3,018"
Kanishka Banquet Hall 1,"Shahdara, Delhi Ncr",800 - 1000
Le Paradise Banquet Hall 1,"Shahdara, Delhi Ncr","1,100"
Rajkamal Banquet,"Shahdara, Delhi Ncr",818 - 918
Le Diamonds Banquet,"Shahdara, Delhi Ncr","1,200"
Sneh Hall,"Shahdara, Delhi Ncr","1,200"
City Palace Banquet,"Shahdara, Delhi Ncr",600 - 750
Govindam Bhawan,"Shahdara, Delhi Ncr","1,000"
Kanak Residency Hall 1,"Shahdara, Delhi Ncr",900
Ambika Palace,"Shahdara, Delhi Ncr",1218 - 1518
Shivay The Banquet,"Shahdara, Delhi Ncr","1,518"
Devam Palace Banquet Hall,"Shahdara, Delhi Ncr",700 - 1000
Radha Palace Hospitality,"Shahdara, Delhi Ncr",700
Quick Parties Services Banquet,"Shahdara, Delhi Ncr",800 - 1100
Dream Castle,"Shahdara, Delhi Ncr",900 - 1000
Hotel BB Palace,"Shahdara, Delhi Ncr",600 - 750
Sundaram Palace Hall,"Shahdara, Delhi Ncr",850 - 950
Swati Deluxe Hotels,"Shahdara, Delhi Ncr",850 - 950
Aashirwad Banquet,"Shahdara, Delhi Ncr",850
Kheras Banquet,"Shahdara, Delhi Ncr",500 - 600
