Venue Name,Venue Location,Price per Plate
The Serenity Grove,"Bannur, Mysore","1,75,000"
Rayaa Resort,"Bannur, Mysore",468 - 568
Nijaguna Resorts,"Bannur, Mysore",899 - 899
AMCAD Center Of Excellence,"Bannur, Mysore",750 - 850
Sulaghna convention hall,"Bannur, Mysore",850 - 950
"RR Wedding Bells,Mysore","Bannur, Mysore",500
Hotel MPRO Palace,"Bannur, Mysore",700 - 950
Isiri Convention Hall,"Bannur, Mysore","1,10,018"
Shanthala Kumar Convention Hall,"Bannur, Mysore","95,018"
Shrinidhi Convention Hall,"Bannur, Mysore","45,018"
Saraswathi Kalyana Mantapa,"Bannur, Mysore","32,000"
Bramaramba Kalyana Mantapa,"Bannur, Mysore","65,000"
Sri Venkateswara Mahal,"Bannur, Mysore","50,000"
Vasantha Convention Hall,"Bannur, Mysore","55,000"
Balaji Convetion Hall,"Bannur, Mysore","1,50,000"
Shreenivasa Convention Hall,"Bannur, Mysore","70,000"
Someshwara Samudaya Bhavana,"Bannur, Mysore","35,000"
